Description,VoteCount,Rating,Year,Title,Genres,Season_Count,Episode_Count,Production_Companies,Actors
"In the story set in 1920s Istanbul, an impossible love blossoming in the mansion of Minister of Finance Mehmet Resat Bey. Will the adopted Mehpare and Kemal be able to live a free love in a captive city?",61.0,5.8,2012,Veda,"Drama, Back to top",1 seasons,5,25 Film,"Aslihan Güner, Baris Kilic, Timur Acar, Aslihan Güner, Baris Kilic, Timur Acar"
The series will follow the showdown that results from the love that blossoms between two kids of lovers who parted ways years ago because of a letter.,405.0,6.2,2023,Veda Mektubu,"Talk-Show, Back to top",3 seasons,16,Erciyes University,"Ferhat Fikri Özeren, H. Aziz Kayihan, Ibrahim Küçük, Ferhat Fikri Özeren, H. Aziz Kayihan, Ibrahim Küçük"
,0.0,,2020,Vedat Milor Ile En Iyisi,"Game-Show, Back to top",1 seasons,Unknown,Dada Film,"Defne Joy Foster, Defne Joy Foster"
The candid story of a young babysitter from the countryside.,78.0,4.4,2017,Ver Elini Ask,"Talk-Show, Back to top",1 seasons,9,Uçankus Medya Grubu,"Murat Bulut, Ege, Aysegul Ergin, Murat Bulut, Ege, Aysegul Ergin"
,0.0,,2014–2015,Ver Firina,"Action, Drama, Back to top",2 seasons,24,Sureç Filmcilik,"Lavinia Longhi, Birkan Sokullu, Funda Eryigit, Lavinia Longhi, Birkan Sokullu, Funda Eryigit"
,0.0,,2019,Verda,"Comedy, Romance, Back to top",1 seasons,8,"DEPOfilm, I-Content","Nurgül Yesilçay, Selim Bayraktar, Hazal Türesan, Nurgül Yesilçay, Selim Bayraktar, Hazal Türesan"
"The story of Zelish, the daughter of mountains, streams and plateaus, and Mehmet, who is passionate about all kinds of adventure and action.",159.0,4.1,2023,Vermem Seni Ellere,"Documentary, Back to top",1 seasons,Unknown,TRT Belgesel,"Nilgün Doruk, Nilgün Doruk"
"Years later Keriman decided to return to her neighborhood; the family and the great love that survives, plays all the stones in the life of Yunus.",46.0,4.8,2013–2014,Vicdan,"Talk-Show, Back to top",1 seasons,Unknown,,
,0.0,,2016,Videoyun,"Comedy, Back to top",2 seasons,26,Z Medya,"Giray Altinok, Kerem Özdogan, Cansu Diktas, Giray Altinok, Kerem Özdogan, Cansu Diktas"
,0.0,,2009,Virtüözler: Enstrümanin Ustalari,"Game-Show, Back to top",1 seasons,19,,"Acun Ilicali, Asuman Krause, Ahmet Çakar, Acun Ilicali, Asuman Krause, Ahmet Çakar"
,0.0,,2017–2023,Vivien,"Drama, History, Romance, Back to top",2 seasons,60,O3 Medya,"Halit Ergenç, Bergüzar Korel, Boran Kuzum, Halit Ergenç, Bergüzar Korel, Boran Kuzum"
The series is about the story of Kemal waking from a coma ten years later.,154.0,5.1,2019,Vurgun,"Comedy, Back to top",2 seasons,60,"ANS Production, D Productions","Nevra Serezli, Atilla Olgaç, Sidika Senkan, Nevra Serezli, Atilla Olgaç, Sidika Senkan"
"Aziz is the sole manager of the holding that was founded by his father and his mother. From the moment he fell in love with Feride, he began to question himself and his life. But there is a lot to be give up for someone in the position of Aziz. Feride; She lives a quiet life with her father, stepmother and siblings.",776.0,6.7,2019–2020,Vuslat,"Documentary, Back to top",1 seasons,Unknown,,
,0.0,,2019–2023,Water Walk,"Game-Show, Music, Reality-TV, Back to top",1 seasons,19,Promore Prodüksiyon,"Sebnem Ferah, Kenan Dogulu, Uraz Kaygilaroglu, Sebnem Ferah, Kenan Dogulu, Uraz Kaygilaroglu"
The first Turkish-produced weekly YouTube show in English that's dedicated to Turkish entertainment and celebrity news,0.0,,2021–,What's Up Türkiye,"Biography, Drama, History, Back to top",1 seasons,7,,"Fahriye Evcen Özçivit, Mehmet Aslantug, Burak Yamantürk, Fahriye Evcen Özçivit, Mehmet Aslantug, Burak Yamantürk"
"A group of young people gathered on a trip through the southern Egyptian border to Sudan, each of whom had a different reason for being there, gathering in a stolen car to run away. Unfortunately, they discover that the car is loaded with historical effects that are being smuggled on behalf of state officials, through a smuggler for his own benefits. He decided that this process would be the last, to get it for himself, then stop criminality and live his own life. The series ""Winter 2016,"" the first Egyptian drama to be filmed in Turkey, is starring Hisham Abdel Hamid, one of Egypt's leading film stars, playing the role of Gorbachev.",22.0,6.3,2019–,Winter 2016,"Drama, Back to top",1 seasons,24,Most Production,"Rabia Soyturk, Emre Kivilcim, Hazar Motan, Rabia Soyturk, Emre Kivilcim, Hazar Motan"
,22.0,6.0,2009–2010,Wipe Out Türkiye,"Reality-TV, Back to top",1 seasons,Unknown,,"Vedat Milor, Vedat Milor"
5 Episodes each 26 minutes Documentary all derails and unknown issues related woman in Islam,0.0,,2019–2020,Woman in Islam,"Comedy, Romance, Back to top",1 seasons,11,Salacak Yapim,"Ali Il, Sevda Erginci, Köksal Engür, Ali Il, Sevda Erginci, Köksal Engür"
"An exciting series of in-depth interviews with inspiring Turkish women, ""Women of Turkey"" explores the lives of extraordinary women. Be it an acclaimed artist, a world class businesswoman or a school teacher from a small village, women from all walks of life share their personal stories.",0.0,,2011–,Women of Turkey,"Game-Show, Reality-TV, Back to top",1 seasons,Unknown,,"Emel Basdoga, Burcu Esmersoy, Arda Türkmen, Emel Basdoga, Burcu Esmersoy, Arda Türkmen"
,0.0,,2007–,World of Mysteries,"Drama, Romance, Back to top",1 seasons,Unknown,Pastel Film,"Aydan Burhan, Aysegül Günay, Berke Hürcan, Aydan Burhan, Aysegül Günay, Berke Hürcan"
,0.0,,2019–,World's Music Traditions,"Romance, Back to top",1 seasons,9,Akn Film Production,"Emre Bey, Buse Meral, Fatih Al, Emre Bey, Buse Meral, Fatih Al"
,0.0,,2020–,Xdenizhanimx,"Drama, Back to top",2 years,7,Elizi Film,"Timuçin Esen, Ahu Türkpençe, Devrim Yakut, Timuçin Esen, Ahu Türkpençe, Devrim Yakut"
"Ates was sent to boarding school after his mother's death and never returned home. He trusts no one. Leyla, on the other hand, has never known her family and earns money by cheating. What will happen when they cross paths?",3100.0,6.8,2023,Ya Çok Seversen,"Talk-Show, Back to top",1 seasons,1,,"Batu Bozkan, Batu Bozkan"
"Rich family daughter Ayten loves the poor young Hikmet. And despite all her family's insistence, she marries him. Ayten's father, Kemal, wants him daughter to marry Selim. There's a girl and a boy, Laçin and Ömer.",19.0,3.2,2008,Yaban Gülü,"Talk-Show, Back to top",2 years,4,,"Bersu Alkaç, Bersu Alkaç"
"Turkish girl Nazli marries Greek, Niko. Will the historical enmity between the two nations allow two different families to unite?",2900.0,6.8,2004–2007,Yabanci Damat,"Romance, Back to top",2 seasons,48,,"Anna Sagaydachnaya, Akhtem Seitablaev, Andrey Fedinchik, Anna Sagaydachnaya, Akhtem Seitablaev, Andrey Fedinchik"
,107.0,9.6,2015,Yabancı: Hayatı Keşfet,"Drama, Back to top",1 seasons,6,Gold Film,"Erkan Petekkaya, Deniz Çakir, Emre Kinay, Erkan Petekkaya, Deniz Çakir, Emre Kinay"
"The life of a young boy named Yaman growing up on the streets, along with his friends, as they face challenges of survival.",765.0,7.3,2023–,Yabani,"Animation, Drama, Back to top",3 seasons,35,Buballs Pictures,"Nur Inan-Atay, Asli Elveren, Bati Elveren, Nur Inan-Atay, Asli Elveren, Bati Elveren"
,27.0,5.6,2004,Yadigar,"Action, Drama, Romance, Back to top",2 seasons,44,A-23 Medya,"Kadir Dogulu, Devrim Özkan, Mehmet Özgür, Kadir Dogulu, Devrim Özkan, Mehmet Özgür"
"Nouri, who was arrested after the coup because of the ideas he believes in, is released after many years in prison. When he comes out he finds a big change in his family, friends and home, and his new suffering begins.",240.0,2.1,2006–2007,Yagmurdan Sonra,"Documentary, Back to top",1 seasons,Unknown,A-23 Medya,
"The story of a girl from Azerbaijan, Cazibe, who wants to live in Turkey. Cazibe goes to An immigrancy agency and they find Kemal and pays him to get married with Cazibe, in order to let her stay in Turkey legally. This is not a real marriage.",1400.0,5.5,2010–2012,Yahsi Cazibe,"Talk-Show, Back to top",1 seasons,Unknown,Zera Medya,"Nadia Karoui, Kenny R. Laurie, Nadia Karoui, Kenny R. Laurie"
"After disaster strikes Earth, a marine biologist on a submarine research mission must fight to survive with the crew as a conspiracy comes to light.",8100.0,6.2,2022,Yakamoz S-245,"Drama, Back to top",1 seasons,14,,"Hesham Abdel Hamid, Sayed Badreya, Abdelrahman Elshafei, Hesham Abdel Hamid, Sayed Badreya, Abdelrahman Elshafei"
,0.0,,2022–,Yakin Markaj,"Game-Show, Sport, Back to top",1 seasons,Unknown,,"Asuman Krause, Asuman Krause"
"Close-Up World War I"" docudrama of 22 episodes and 26 minutes duration each, produced by Bahcesehir University Civilization Studies Center (MEDAM) with support of Republic of Turkey Promotion Fund and supervision of TRT.",11.0,6.9,2017–2018,Yakin Plan Cihan Harbi,"Documentary, Back to top",1 seasons,Unknown,,
Humorous way of life with three different families that have diversified lifestyle habits.,7200.0,7.2,2012–2014,Yalan Dünya,"News, Back to top",1 seasons,Unknown,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén","Beril Elhadef, Beril Elhadef"
"The plot is on the dinner of a school teacher with the father of one of the students. However, the gallant dinner ends very sadly for both sides. The young teacher is trying to bring to justice the man who did the horrible thing to her.",384.0,7.2,2021,Yalanci,"Documentary, Back to top",1 seasons,10,TRT 1,
A thief woman married a rich man. But the dirty shadow in her past has no intention of letting her go.,112.0,5.0,2011,Yalanci Bahar,"Talk-Show, Back to top",3 seasons,54,,
A husband who has issues being romantic which causes madness of his wife.,72.0,6.0,2008–2010,Yalanci Romantik,"Comedy, Drama, Romance, Back to top",1 seasons,13,,"Kerem Bürsin, Hafsanur Sancaktutan, Hatice Aslan, Kerem Bürsin, Hafsanur Sancaktutan, Hatice Aslan"
"Turkish comedy series Yalanci Yarim. In the show, Akarsu portrays a wealthy young man, Tarik Tekelioglu, who goes to Italy for his education but rather becomes the most successful rally driver.",930.0,7.3,2006–2007,Yalanci yarim,"Drama, Back to top",1 seasons,15,Vega Film,"Ipek Tenolcay, Ayhan Kavas, Hatice Sendil, Ipek Tenolcay, Ayhan Kavas, Hatice Sendil"
"Based on the Australian series Mistresses, the series follows the story of a group of four female friends who embark on an adventurous and scandalous journey and finds different ways to deal with complex relationships.",206.0,6.0,2021,Yalancılar ve Mumları,"Comedy, Drama, Romance, Back to top",3 seasons,106,Erler Film,"Nehir Erdogan, Özgür Çevik, Binnur Kaya, Nehir Erdogan, Özgür Çevik, Binnur Kaya"
,0.0,,2002,Yalanin Batsin,"Documentary, Back to top",1 seasons,13,Dev Belgesel,
"Ibrahim does not have much of a problem except for his four grown daughters, three wacky groom-to-be, his senile father, his naughty little son. Until that ""most important day"" of his life comes.",46.0,5.1,2017–2018,Yalaza,"Drama, Romance, Back to top",2 years,17,NTC Medya,"Halit Özgür Sari, Simay Barlas, Yurdaer Okur, Halit Özgür Sari, Simay Barlas, Yurdaer Okur"
"Halis Aga, the pillar of one of Gaziantep's well-established families, decides to marry off his unruly grandson Ferit to bring him into line.",4300.0,6.2,2022–,Yali Çapkini,"Drama, Back to top",1 seasons,4,Harem Produksiyon,"Nebahat Çehre, Ayça Bingöl, Nazan Kesal, Nebahat Çehre, Ayça Bingöl, Nazan Kesal"
"Having lost track of each other after a magical evening in Cappadocia, Ayda and Teoman meet again in Ankara three years later, but Ayda is now with Teoman's cousin Mehmet. A difficult period will begin for Ayda, who is crushed under the pressure of her mother, and Teoman, who is torn between her family and her love. Kumru, on the other hand, tries to provide a good life for her brother Buse, despite the ambitions of her stepmother Fatma and her daughter Nazli. Chief Ozan, who has become obsessed with Nazli, takes a job to take care of his grandmother, which will change Kumru's life in an unexpected way.",16.0,6.5,2023–,Yalniz Kalpler,"Drama, Back to top",1 seasons,Unknown,,"Seda Çetin, Ilhami Adsal, Zeynep Akkoca, Seda Çetin, Ilhami Adsal, Zeynep Akkoca"
"Shedding light on Turkey's recent history, the series will cover the coups, betrayals, murders, anarchy, and terrorism that have occurred since the arrival of the American Peace Corps in Turkey.",513.0,5.4,2022,Yalniz Kurt,"Comedy, Back to top",2 seasons,93,Süreç Film,"Hakan Yilmaz, Aslihan Gürbüz, Sezai Aydin, Hakan Yilmaz, Aslihan Gürbüz, Sezai Aydin"
It is the first regular screen show in the history of Turkish private television industry that was dedicated exclusively to the art of short film and its creators.,0.0,,2007–2008,Yalnizca Yüregim Kameram ve Ben,"Action, Adventure, Drama, Back to top",1 seasons,7,"OGM Pictures, OG Medya","Kivanç Tatlitug, Jerry Hoffmann, Ecem Uzun, Kivanç Tatlitug, Jerry Hoffmann, Ecem Uzun"
,0.0,,2006,Yalnız kalpler,"Talk-Show, Back to top",1 seasons,Unknown,Fenerbahce TV,"Serkan Yakin, Serkan Yakin"
"A new format with Mesut Süre, which has drawn a unique and pioneering path both in the world of humor and in the field of talk shows. Mesut Süre talks to the lonely, about loneliness, the reasons for loneliness, whether loneliness is ""sultanism"" or ""desperation"", over the loneliness of his guests - in his own words - ""making people laugh like a bear"".",158.0,8.0,2022–,Yalnızım Mesut Bey,"History, Back to top",2 years,22,,"Emre Yesiloz, Feyza Özgür, Mustafa Mesut Baskir, Emre Yesiloz, Feyza Özgür, Mustafa Mesut Baskir"
"The story of Ahmet, who wants to be a cook in the Ottoman palace.",79.0,6.7,2011–2012,Yamak Ahmet,"Comedy, Back to top",4 seasons,90,"D Productions, Kanal D","Altan Erkekli, Füsun Demirel, Olgun Simsek, Altan Erkekli, Füsun Demirel, Olgun Simsek"
An oil-laden ship explodes in the Bosphorus. This explosion also creates a bomb effect for the lives of its residents living in Kuzguncuk.,33.0,7.0,2023–,Yangin Günleri Independenta,"Comedy, Romance, Back to top",1 seasons,17,Arti Film,"Gökhan Özen, Ipek Tenolcay, Ceyda Ates, Gökhan Özen, Ipek Tenolcay, Ceyda Ates"
"A secret marriage unites two families - one wealthy and traditional, the other bankrupt and modern - and is threatened by the resulting conflicts.",196.0,4.3,2005–2007,Yanik koza,"Drama, Back to top",1 seasons,10,Süreç Film,"Burçin Terzioglu, Salih Bademci, Hazal Türesan, Burçin Terzioglu, Salih Bademci, Hazal Türesan"
,19.0,5.7,2018–2021,Yaparsin Askim,"Drama, Romance, Thriller, Back to top",1 seasons,9,Gold Film,"Cansel Elcin, Fahriye Evcen Özçivit, Serkan Ercan, Cansel Elcin, Fahriye Evcen Özçivit, Serkan Ercan"
The travails of a tightly knit family that moves to Istanbul.,3900.0,5.8,2006–2010,Yaprak Dökümü,"Comedy, Romance, Back to top",1 seasons,Unknown,Mint Prodüksiyon,"Hakan Yilmaz, Ebru Cündübeyoglu, Zerrin Sümer, Hakan Yilmaz, Ebru Cündübeyoglu, Zerrin Sümer"
"A Story of a brother, sister and her love, protecting them from every evil. Every character have wounded feeling. How life give them suffering and the solution itself.",114.0,4.7,2019,Yarali Kuslar,"Comedy, Romance, Back to top",1 seasons,49,FM Yapim,"Baris Akarsu, Merve Sevi, Bülent Kayabas, Baris Akarsu, Merve Sevi, Bülent Kayabas"
"Bulut returns to the eastern town where he lived years later as a young and idealist prosecutor. Beyaz works with her mother in the mansion as a servant. Beyaz was raped by Tahir. But she can never voiced it and defend her rights, because a lot of innocent people who are not closely related to her mother and the event will be killed.",0.0,,2007,Yaralı Yürek,"Drama, Romance, Thriller, Back to top",1 seasons,5,Medyapim,"Elçin Sangu, Burcu Gölgedar, Safak Pekdemir, Elçin Sangu, Burcu Gölgedar, Safak Pekdemir"
"Murat, who is suddenly homeless and penniless, while thinking about what to do, meets the TV series sets in the ""extra"" coffee house he entered by chance.",193.0,8.4,2023–,Yardimci Oyuncu,"Comedy, Back to top",1 seasons,Unknown,Hodri Meydan Kultur Merkezi,"Kerem Atabeyoglu, Tülin Ayhan, Taner Ertürkler, Kerem Atabeyoglu, Tülin Ayhan, Taner Ertürkler"
Follows how a fearless lawyer and a renowned prosecutor meet during a crime investigation.,4900.0,8.4,2021–,Yargı,"Comedy, Family, Back to top",2 years,20,Sinegraf,"Didem Balçin, Ergul Miray Sahin, Sinan Albayrak, Didem Balçin, Ergul Miray Sahin, Sinan Albayrak"
"Gonca, a high spirited peasant girl, takes the roads to find her sister Yonca, who has a completely different lifestyle, years after their separation at birth.",653.0,5.8,2002–2003,Yarim Elma,"Drama, Romance, Back to top",2 seasons,52,OGM Pictures,"Afra Saraçoglu, Mert Ramazan Demir, Gülçin Santircioglu, Afra Saraçoglu, Mert Ramazan Demir, Gülçin Santircioglu"
,0.0,,2002–2003,Yarinlar Umut Olsun,"Drama, Back to top",1 seasons,101,"Bros Film, Mavi Yapim","Nusret Senay, Sena Sahin, Taygun Sungar, Nusret Senay, Sena Sahin, Taygun Sungar"
"Yarım Kalan Aşklar tells the story of Ozan, who died after a traffic accident and returned to the world in the body of a surprised person.",2800.0,7.6,2020,Yarım Kalan Aşklar,Back to top,1 seasons,Unknown,,"Tugrul Arsever, Alp Derilgen, Ismail Düvenci, Tugrul Arsever, Alp Derilgen, Ismail Düvenci"
,0.0,,2009,Yas 15,"Action, Drama, Romance, Back to top",2 seasons,32,Sinegraf,"Hasan Denizyaran, Yaprak Medine, Cihan Ünal, Hasan Denizyaran, Yaprak Medine, Cihan Ünal"
"One of the leading figures of the community, Nazim Bey, expects his children to grow up after he loses his wife. While everyone waits for his to marry someone from his community life, he falls in love with the youth and beauty of Calibe, the daughter of a civil servant. Calibe, along with her beauty, ambitions, dreams and aims to reach the new life targets.",53.0,5.0,2014,Yasak,"Talk-Show, Back to top",2 years,27,Tvnet,"Ali Murat Güven, Ali Murat Güven"
"Three things in life can not be hidden ""love, smoke and lack of money"". The social society and the events behind the business world are told.",2700.0,5.8,2018–2023,Yasak Elma,"Talk-Show, Back to top",3 seasons,22,,"Mesut Süre, Mesut Süre"
